Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms)
14/8/1873,98,98,summary,Fishes,Exocoetus,obtusirostris,Gunther,,"Surface (possible young - Exocoetus evolans, Linne) ",
16/8/1873,100,100,summary,Tunicata,Pyrosoma,atlanticum,Peron,,Surface,
16/8/1873,100,100,summary,,Pyrosoma,giganteum,Lesueur,,Surface,
16/8/1873,100,100,summary,Fishes,Leptocephalus,morrissii,,,Surface,
19/8/1873,101,101,summary,Amphipoda,Cystisoma,spinosum,Fabricius,,,
19/8/1873,101,101,summary,Polyzoa,Bugula,reticulata,,,,
19/8/1873,101,101,summary,Pelagic fishes,Sternoptyx,diaphana,Herm,,,
19/8/1873,101,101,summary,Pelagic fishes,Gonodtoma,microdon,,,,
19/8/1873,101,101,summary,Pelagic fishes,Astronesthes,niger,Rich,,,
19/8/1873,101,101,summary,Pelagic fishes,Nemichthys,infans,,,,
22/8/1873,103,103,summary,Amphipoda,Phronima,pacifica,Streets,,Surface,
23/8/1873,104,104,summary,Polyzoa,Bugula,reticulata,,,,
23/8/1873,104,104,summary,Pelagic fishes,Mixonus,laticeps,,,,
23/8/1873,104,104,summary,Pelagic fishes,Bathyonus,taenia,,,,
23/8/1873,104,104,summary,Pelagic fishes,Chauliodus,sloanii,,,,
23/8/1873,104,104,summary,Amphipoda,Oxycephalus,clausi,Bovallius,,Surface,
25/8/1873,106,106,summary,Tetractinellida,Thenea,fenestrata,Schmidt,,,
25/8/1873,106,106,summary,Asteroidea,Pargonaster,cylindratus,,,,
25/8/1873,106,106,summary,Amphipoda,Stenopleura,atlantica,,,,
25/8/1873,106,106,summary,Anomura,Parapagurus,abyssorum,M. Edwards,,,
25/8/1873,106,106,summary,Polyzoa,Bugula,reticulata,,,,
25/8/1873,106,106,summary,Polyzoa,Farciminaria,delicatissima,,,,
25/8/1873,106,106,summary,Fishes,Melamphaes,robustus,,,,
25/8/1873,106,106,summary,Fishes,Melanocetus,murrayi,,,,
25/8/1873,106,106,summary,Fishes,Sternoptyx,diaphana,Herm,,,
25/8/1873,106,106,summary,Fishes,Gonostoma,microdon,,,,
25/8/1873,106,106,summary,Amphipoda,Phronimella,elongata,Claus,,Surface,
25/8/1873,106,106,summary,Amphipoda,Platyscelus,serratulus,,,Surface,
25/8/1873,106,106,summary,Amphipoda,Thyropus,danae,,,Surface,
26/8/1873,107,107,summary,Amphipoda,Cystisoma,spinosum,Fabricius,,,
26/8/1873,107,107,summary,Pelagic fishes,Melamphaes,crassiceps,,,,
26/8/1873,107,107,summary,Pelagic fishes,Chiasmodus,niger,Johnson,,,
26/8/1873,107,107,summary,Pelagic fishes,Bathyonus,compressus,,,,
26/8/1873,107,107,summary,Pelagic fishes,Sternoptyx,diaphana,Herm,,,
26/8/1873,107,107,summary,Pelagic fishes,Platytroctes,apus,,,,
27/8/1873,108,108,summary,Amphipoda,Phronimella,elongata,Claus,,,
27/8/1873,108,108,summary,Amphipoda,Lycaeopsis,pauli,,,,
27/8/1873,108,108,summary,Amphipoda,Platyscelus,serratulus,,,,
27/8/1873,108,108,summary,Amphipoda,Lycaea,pauli,,,,
28/8/1873,109,109,summary,Tetractinellida,Pilochrota,gigas,,,,
28/8/1873,109,109,summary,Alcyonaria,Paramuricea,aequatorialis,,,,
28/8/1873,109,109,summary,Alcyonaria,Placogorgia,atlantica,,,,
28/8/1873,109,109,summary,Antipatheatia,Pteropathes,fragilis,,,,
28/8/1873,109,109,summary,Corals,Lophohelia,prolifera,M. Edwards and Haime,,,
28/8/1873,109,109,summary,Anomura,Munida,sancti-pauli,,,,
28/8/1873,109,109,summary,Polyzoa,Catenaria,diaphana,Busk,,,
28/8/1873,109,109,summary,Polyzoa,Scrupocellaria,macandrei,Busk,,,
28/8/1873,109,109,summary,Polyzoa,Tubucellaria,opuntioides,Pallas,,,
28/8/1873,109,109,summary,Polyzoa,Crisia,denticulata,Lamarck,,,
28/8/1873,109,109,summary,Fishes,Holocentrum,sancti-pauli,,,Surface,
28/8/1873,109,109,summary,Fishes,Caranx,ascensionis,Forst,,Surface,
28/8/1873,109,109,summary,Fishes,Glyphidodon,saxatilis,Linne,,Surface,
28/8/1873,109,109,summary,Fishes,Cossyphus,rufus,Linne,,Surface,
28/8/1873,109,109,summary,Fishes,Platyglossus,cyanostigma,C.V.,,Surface,
28/8/1873,109,109,summary,Fishes,Enchelycore,nigricans,Bonnat,,Surface,
28/8/1873,109,109,summary,Fishes,Balistes,buniva,Lac,,Surface,
1/9/1873,112-113a,"112,113,113A",summary,Pelagic fishes,Haemulon,chrysargyreum,Gunther,,,
4/9/1873,116,116,summary,Corals,Madracis,asperula,M. Edwards and Haime,,,
4/9/1873,116,116,summary,Asteroidea,Astropecten,brasiliensis,Muller and Troschel,,,
4/9/1873,116,116,summary,Anomura,Munida,spinifrons,,,,
9/9/1873,120,"120,121",summary,Corals,Deltocyathus,italicus,M. Edwards and Haime,,,
9/9/1873,120,"120,121",summary,Corals,Stephanotrochus,diadema,,,,
9/9/1873,120,"120,121",summary,Corals,Stephanotrochus,discoides,,,,
9/9/1873,120,"120,121",summary,Asteroidea,Zoroaster,fulgens,Wyville Thomson,,,
9/9/1873,120,"120,121",summary,Amphipoda,Andania,boecki,,,,
9/9/1873,120,"120,121",summary,Amphipoda,Lanceola,aestiva,,,,
9/9/1873,120,"120,121",summary,Pelagic fishes,Malamphaes,crassiceps,,,,
9/9/1873,120,"120,121",summary,Pelagic fishes,Gonostoma,microdon,,,,
9/9/1873,120,"120,121",summary,Pelagic fishes,Bathytroctes,rostratus,,,,
9/9/1873,120,"120,121",summary,Pelagic fishes,Bathypterios,quadrifilis,,,,
9/9/1873,120,"120,121",summary,Pelagic fishes,Nemichthys,infans,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Keratosa,Cacospongia,levis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Keratosa,Stelospongos,longispinus,Fonbressin and Michelotti,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Keratosa,Verongia,tenuissima,Hyatt,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tetractinellida,Characella,aspera,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tetractinellida,Synops,neptuni,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tetractinellida,Synops,vosmaeri,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tetractinellida,Corallistes,typus,Schmidt,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Alcyonaria,Dasygorgia,spiculosa,Verrill,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Alcyonaria,Primnoella,distans,Struder,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Corals,Stylaster,duchassaingi,Pourtales,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Corals,Caryophyllia,maculata,Pourtales,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Reef corals,Orbicella,cavernosa,Esper,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Asteroidea,Astropecten,cingulatus,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Asteroidea,Calyptraster,coa,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Annelida,Syllis,brasiliensis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Annelida,Nereis (ceratonereis),brasiliensis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Annelida,Nematonereis,schmardae,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Annelida,Eunice,equibranchiata,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Anomura,Eupagurus,occlusus,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Anomura,Paguristes,visor,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Anomura,Parapagurus,gracilis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Anomura,Munida,stimpsoni,M. Edwards,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Anomura,Munida,miles,M. Edwards,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Pasythea,eburnea,Smitt,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Catenicella,sacculata,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Catenicella,elegans,Busk,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Bicellaria,navicularis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Bugula,versicolor,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Kinetoskias,pocillum,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Farciminaria,brasiliensis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Farciminaria,gracilis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Farciminaria,biseriata,Waters,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Bifaxaria,submucronata,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Bifaxaria,corrugata,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Salicornaria,magnifica,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Mucronella,castanea,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Adeonella,distoma,Busk,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Polyzoa,Cellepora,aspera,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tunicata,Cystiodytes,draschii,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Tunicata,Pyrosoma,giganteum,Lesueur,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Centropristis,annularis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Bathyanthias,roseus,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Malthe,vespertilio,Linne,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Peristethus,truncatum,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Heliastes,flavicauda,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Rhomboidichthys,cornutus,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Hippocampus ,guttulatus,Cuv,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Monacanthus,occidentalis,Gunther,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Ostracion,quadricornis,Linne,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Neobythites,ocellatus,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Diplacanthopoma,brachysoma,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Macrurus,leptolepsis,,,,
10/9/1873,122-122c,"122,122A,122B,122C",summary,Pelagic fishes,Macrurus,laevis (subcompressa),Lowe,,,
11/9/1873,124,124,summary,Tetractinellida,Thenea,fenestrata,Schmidt,,,
11/9/1873,124,124,summary,Fishes,Ipnops,murrayi,,,,
12/9/1873,125-126a,"125,126,126A",summary,Asteroidea,Nymphaster,basilicus,,,,
12/9/1873,125-126a,"125,126,126A",summary,Pelagic fishes,Bathypterios,quadrifilis,,,,
12/9/1873,125-126a,"125,126,126A",summary,Pelagic fishes,Synaphobranchus,pinnatus,Gronovius,,,
14/9/1873,128,128,summary,Keratosa,Spongelia,pallescens,Schmidt,,,
14/9/1873,128,128,summary,Keratosa,Psammopemma,porosum,,,,
14/9/1873,128,128,summary,Keratosa,Euspongia,officinalis,Linne,,,
14/9/1873,128,128,summary,Keratosa,Cacospongia,amorpha,,,,
14/9/1873,128,128,summary,Keratosa,Cacospongia,compacta,,,,
14/9/1873,128,128,summary,Tetractinellida,Craniella,carteri,,,,
14/9/1873,128,128,summary,Tetractinellida,Samus,anonymus,Gray,,,
14/9/1873,128,128,summary,Tetractinellida,Pilochrota,crassispicula,,,,
14/9/1873,128,128,summary,Tetractinellida,Pilochrota,anancora,,,,
14/9/1873,128,128,summary,Tetractinellida,Tribrachium,schmidtii,Weltner,,,
14/9/1873,128,128,summary,Tetractinellida,Erylus,formosus,,,,
14/9/1873,128,128,summary,Tetractinellida,Caminus,sphaeroconica,,,,
14/9/1873,128,128,summary,Tetractinellida,Cydonium,glariosus,,,,
14/9/1873,128,128,summary,Tetractinellida,Azorica ,pfeifferae,Carter,,,
14/9/1873,128,128,summary,Tetractinellida,Scolopes,moseleyi,,,,
14/9/1873,128,128,summary,Alyconaria,Muricea,bicolor,,,,
14/9/1873,128,128,summary,Alyconaria,Leptogorgia,purpurea,Pallas,,,
14/9/1873,128,128,summary,Alyconaria,Telesto (carijoa),rupicola,Muller,,,
14/9/1873,128,128,summary,Asteroidea,Astropecten,brasiliensis,Muller and Troschel,,,
14/9/1873,128,128,summary,Asteroidea,Luidia,alternata,Lutken,,,
14/9/1873,128,128,summary,Asteroidea,Luidia,clathrata,Lutken,,,
14/9/1873,128,128,summary,Asteroidea,Narcissa,trigonaria,,,,
14/9/1873,128,128,summary,Asteroidea,Echinaster,spinosus,Muller and Troschel,,,
14/9/1873,128,128,summary,Anomura,Dromisia,antellensis,Stimpson,,,
14/9/1873,128,128,summary,Anomura,Hypochoncha,panamensis,Smith,,,
14/9/1873,128,128,summary,Anomura,Zanclifer,caribensis,Freminville,,,
14/9/1873,128,128,summary,Anomura,Petrolisthes,serratus,,,,
14/9/1873,128,128,summary,Anomura,Petrolisthes,sp. ,,,,
14/9/1873,128,128,summary,Polyzoa,Nellia,oculata,Busk,,,
14/9/1873,128,128,summary,Polyzoa,Bicellaria,glabra,Hincks,,,
14/9/1873,128,128,summary,Polyzoa,Smittia,tenuis ,,,,
14/9/1873,128,128,summary,Polyzoa,Mucronella,castanea,,,,
14/9/1873,128,128,summary,Polyzoa,Gemellipora,glabra,Smitt,,,
14/9/1873,128,128,summary,Polyzoa,Cellepora,imbellis,,,,
14/9/1873,128,128,summary,Polyzoa,Cellepora,mamillata,Busk,,,
14/9/1873,128,128,summary,Polyzoa,Cupularia,monotrema,,,,
14/9/1873,128,128,summary,Polyzoa,Cupularia,canariensis,Busk,,,
14/9/1873,128,128,summary,Polyzoa,Amathia,distans,,,,
14/9/1873,128,128,summary,Polyzoa,Amathia,brasiliensis,,,,
14/9/1873,128,128,summary,Polyzoa,Farrella,atlantica,,,,
14/9/1873,128,128,summary,Tunicata,Polycarpa,pilella,,,,
14/9/1873,128,128,summary,Tunicata,Aplidium,crassum,,,,
14/9/1873,128,128,summary,Tunicata,Leptoclinum,speciosum,,,,
14/9/1873,128,128,summary,Tunicata,Leptoclinum,speciosum,,,,
14/9/1873,128,128,summary,Tunicata,Leptoclinum,annectens,,,,
14/9/1873,128,128,summary,Tunicata,Diplosoma,macdonaldi,,,,
14/9/1873,128,128,summary,Pelagic fishes,Rhypticus,arenatus,C.V.,,,
14/9/1873,128,128,summary,Pelagic fishes,Hippocampus ,villosus,,,,
30/9/1873,129,129,summary,Amphipoda,Scina,cornigera,M. Edwards,,Surface,
6/10/1873,131,131,summary,Amphipoda,Scina,cornigera,M. Edwards,,Surface,
6/10/1873,131,131,summary,Amphipoda,Vibilia,milnei,,,Surface,
6/10/1873,131,131,summary,Amphipoda,Eupronoe,inscripta,,,Surface,
6/10/1873,131,131,summary,Amphipoda,Sympronoe,propinqua,,,Surface,
10/10/1873,132,132,summary,Tunicata,Appendicularia,sp. ,,,Surface,
11/10/1873,133,133,summary,Corals,Bathyactis,symmetrica,Pourtales,,,
11/10/1873,133,133,summary,Asteroidea,Dytaster,exilis,,,,
11/10/1873,133,133,summary,Amphipoda,Stenopleura,atlantica,,,,
11/10/1873,133,133,summary,Anomura,Parapagurus,abyssorum,M. Edwards,,,
11/10/1873,133,133,summary,Tunicata,Pyrosoma,spinosum,,,,
11/10/1873,133,133,summary,Pelagic fishes,Ipnops,murrayi,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Keratosa,Coscinoderma,altum,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Tetractinellida,Pachastrella,abyssi,Schmidt,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Clavularia,cylindrica,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Sympodium,glomeratum,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Sarakka,crassa,Danielssen,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Sarcophytum,atlanticum,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Thouarella,affinis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Amphilaphis,regulatis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Alcyonaria,Clemstissa,verrilli,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Actiniaelia,Tealia,bunodiformis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Actiniaelia,Palythoa,anguicoma,Norman,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Actiniaelia,Palythoa,sp. ,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Corals,Errina,labiata,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Corals,Caryophyllia,profunda,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Corals,Lophohelia,prolifera,M. Edwards,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Corals,Solenosmilia,variabilis,Duncan,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Asteroidea,Astropecten,mesactus,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Asteroidea,Crossaster,penicillatus,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Asteroidea,Cribrella,simplex,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Asteroidea,Asterias (stolasterias),eustyla,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Amphipoda,Metopa,crenatipalmata,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Amphipoda,Podocerus,tristanensis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Amphipoda,Caprellinoides,tristanensis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Amphipoda,Aeginella,tristanensis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Amphipoda,Pleurogonium,minutum,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Anomura,Eupagurus,tristanensis,,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Anomura,Parapagurus,dimorphus,Studer,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Aetea,anguina,Linne,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Hippothoa,divaricata,Lamouroux,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Catenicella,elegans,Busk,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Scrupocellaria,pilosa,Audouin,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Cabera,darwinii,Busk,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Membranipora,crassimarginata,Hincks,,,
15/10/1873,135,"135,135A,135B,135C,135D,135E,135F,135G",summary,Polyzoa,Micropora,uncifera,,,,
