Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms)
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Upeneoides,vittatus,Forsk,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Percis,hexophthalma,C.V. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Plesiops,corallicola,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Caranx,speciosus,Forsk,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Platax,orbicularis,Forsk,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Psettus,argenteus,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Equula,fasciata,Lac,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Acanthurus,triostegus,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Acanthurus,blochi,C.V. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Acanthurus,gahm,Forsk,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Acanthurus,rhombeus,Kittl,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Naseus,marginatus,C.V.,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Teuthis,marmorata,Quoy and Giamard,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Teuthis,hexagonata,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Gobius,phalaena,C.V. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Euctenogobus,ophthalmonema,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Eleotris,macrolepidota,Bl. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Eleotris,fusca,Bl. Schn.,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Eleotris,longipinnis,Benn. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Periophthalmus,kolreuteri,Pall. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Petroscirtes,oualanensis,,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Petroscirtes,sp. ,,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Atherina,lacunosa,Forst,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Pomacentrus,scolopsis,Quoy and Giamard,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Glyphidodon,xanthazona,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Glyphidodon,assimilis,Gunther,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Platyglossus,trimaculatus,Quoy and Giamard,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Julis,dorsalis,Quoy and Giamard,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Chilinus,trilobatus,Lac. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Chilinus,chlorurus,Bl. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Pseudoscaris,nuchipunctatus,C.V. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Pseudoscaris,macrirhinus,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Rhomboidichthys,sp. ,,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Solea,heterorhina,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Saurus,varius,Lac. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Belone,annulata,C.V. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Hemirhamphus,commersoni,Cuvier,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Clupea,tembang,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Megalops,cyprinoides,Brouss,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Anguilla,mauritiana,Benn. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Muraena,polyuranodon,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Dorichthys,brachyurus,Bleeker,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Balistes,stellatus,Lac. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Balistes,fuscus,Bl. Schn. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Balistes,aculeatus,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Tetrodon,immaculatus,Bl. ,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Ostracion,cornutus,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Ostracion,cubicus,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Pelagic fishes,Echeneis,naucrates,Linne,Fiji,,
24/7/1874-11/8/1874,,,summary,Tunicata,Doliolum,denticulatum,Quoy and Giamard,Fiji,,Surface
24/7/1874-11/8/1874,,,summary,Tunicata,Doliolum,challengeri,,Fiji,,
12/8/1874,175,175,summary,Crinoidea,Pentacrinus,naresianus,,,,
12/8/1874,175,175,summary,Crinoidea,Antedon,breviradia,,,,
12/8/1874,175,175,summary,Crinoidea,Antedon,acutiradia,,,,
12/8/1874,175,175,summary,Crinoidea,Antedon,basicurva,,,,
12/8/1874,175,175,summary,Crinoidea,Antedon,inaequalis,,,,
15/8/1874,176,176,summary,Polyzoa,Salicornaria,malvinensis,Busk,,,
15/8/1874,176,176,summary,Polyzoa,Retepora,margaritacea,,,,
15/8/1874,176,176,summary,Polyzoa,Crisia,elongata,M. Edwards,,,
15/8/1874,176,176,summary,Fishes,Exocoetus,naresii,,,,
18/8/1874,177,177,summary,Keratosa,Hippospongia,mauritiana,Hyatt,,,
18/8/1874,177,177,summary,Keratosa,Cacospongia,spinifera,,,,
18/8/1874,177,177,summary,Keratosa,Cacospongia,intermedia,,,,
18/8/1874,177,177,summary,Keratosa,Luffaria,variabilis,,,,
18/8/1874,177,177,summary,Tetractinellida,Amphius,huxleyi,,,,
18/8/1874,177,177,summary,Tetractinellida,Thrombus,challengeri,,,,
18/8/1874,177,177,summary,Alcyonaria,Villogorgia,intricata,Gray,,,
18/8/1874,177,177,summary,Alcyonaria,Scirpearella,profunda,,,,
18/8/1874,177,177,summary,Alcyonaria,Scirpearella,gracilis,,,,
18/8/1874,177,177,summary,Alcyonaria,Melitodes,nodosa,,,,
18/8/1874,177,177,summary,Alcyonaria,Siphonogorgia,pustulosa,,,,
18/8/1874,177,177,summary,Alcyonaria,Lobophytum,marenzelleri,,,,
18/8/1874,177,177,summary,Antipatharia,Aphanipathes,sarothamnoides,,,,
18/8/1874,177,177,summary,Corals,Rhizotrochus,fragilis,Pourtales,,,
18/8/1874,177,177,summary,Corals,Neohelia,porcellana,,,,
18/8/1874,177,177,summary,Reef corals,Pocillopora,brevicornis,Lamarck,,,
18/8/1874,177,177,summary,Reef corals,Goniastraea,laxa,,,,
18/8/1874,177,177,summary,Reef corals,Cyphastraea,aspera,,,,
18/8/1874,177,177,summary,Reef corals,Pavonia,decussata,Dana,,,
18/8/1874,177,177,summary,Reef corals,Madrepora,pocillifera,Lamarck,,,
18/8/1874,177,177,summary,Reef corals,Madrepora,millepora,Ehrenberg,,,
18/8/1874,177,177,summary,Reef corals,Madrepora,minima,,,,
18/8/1874,177,177,summary,Reef corals,Montipora,grandifolia,Dana,,,
18/8/1874,177,177,summary,Reef corals,Porites,parvistellata,,,,
18/8/1874,177,177,summary,Reef corals,Porites,tenuis,Verrill,,,
18/8/1874,177,177,summary,Anomura,Caenobita,rugosa,M. Edwards,,,Shore
18/8/1874,177,177,summary,Anomura,Caenobita,perlata,M. Edwards,,,
18/8/1874,177,177,summary,Polyzoa,Salicornaria,malvinensis,Busk,,,
18/8/1874,177,177,summary,Polyzoa,Retepora,margaritacea,,,,
18/8/1874,177,177,summary,Polyzoa,Crisia,elongata,M. Edwards,,,
18/8/1874,177,177,summary,Pelagic fishes,Gobius,genivittatus,C.V.,,,
18/8/1874,177,177,summary,Pelagic fishes,Sicydium,sp. ,,,,
23/8/1874,179,179,summary,Amphipoda,Scina,cornigera,M. Edwards,,,Surface
25/8/1874,181,181,summary,Corals,Bathyactis,symmetrica,Pourtales,,,
25/8/1874,181,181,summary,Asteroidea,Freyella,remex,,,,
25/8/1874,181,181,summary,Pelagic fishes,Typhlonus,nasus,,,,
25/8/1874,181,181,summary,Pelagic fishes,Pachystomias,microdon,,,,
25/8/1874,181,181,summary,Amphipoda,Paraphronima,cuivis,,,,surface
25/8/1874,181,181,summary,Amphipoda,Phronima,megalodous,,,,surface
25/8/1874,181,181,summary,,Phorcorrhaphis,sp. ,,,,surface
25/8/1874,181,181,summary,Tunicata,Salpa,cordiformis-zonaria,Quoy and Giamard,,,surface
25/8/1874,181,181,summary,Tunicata,Salpa,cylindrica,Cuvier,,,surface
25/8/1874,181,181,summary,Tunicata,Salpa,runcinata-fusiformis,Chamisso - Cuvier,,,surface
25/8/1874,181,181,summary,Tunicata,Appendicularia,sp. ,,,,
29/8/1874,184,184,summary,Asteroidea,Freyella,dimorpha,,,,
29/8/1874,184,184,summary,Amphipoda,Onesimoides,carinatus,,,,
29/8/1874,184,184,summary,Amphipoda,Amathillopsis,australis,,,,
29/8/1874,184,184,summary,Pelagic fishes,Bathyonus,compressus,,,,
29/8/1874,184,184,summary,Pelagic fishes,Porogadus,gracilis,,,,
29/8/1874,184,184,summary,Pelagic fishes,Aphyonus,gelatinosus,,,,
29/8/1874,184,184,summary,Pelagic fishes,Alepocephalus,niger,,,,
29/8/1874,184,184,summary,Fishes,Psenes ,cyanophrys,C.V.,,,Surface
29/8/1874,184,184,summary,Amphipoda,Paraphronima,cuivis,,,,
29/8/1874,184,184,summary,Amphipoda,Anchylomera,sp. ,,,,
29/8/1874,184,184,summary,Amphipoda,Oxycephalus,porcellus,Claus,,,
31/8/1874,185-185B,"185,185A,185B",summary,Pelagic fishes,Glyphidodon,septemfasciatus,C.V.,,,
31/8/1874,185-185B,"185,185A,185B",summary,Pelagic fishes,Glyphidodon,sordidus,Forsk,,,
9/9/1874,186-187,"186,187",summary,Keratosa,Spongelia,horrida,Selenka,,,
9/9/1874,186-187,"186,187",summary,Keratosa,Psammoclema,vosmaeri,,,,
9/9/1874,186-187,"186,187",summary,Keratosa,Hippospongia,anomala,,,,
9/9/1874,186-187,"186,187",summary,Keratosa,Carteriospongia,radiata,Hyatt,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Tetilla,merguiensis,Carter,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Craniella,simillima,Bowerbank,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Myriastra,simplicifurca,,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Myriastra,clavosa,Ridley,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Pilochrota,purpurea,Ridley,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Pilochrota,moseleyi,,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Disyringa,dissimilis,Ridley,,,
9/9/1874,186-187,"186,187",summary,Tetractinellida,Tethya,seychellensis,Wright,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Echinogorgia,pseudosassapo,Kolliker,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Plexauroides,praelonga,Ridley,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Leptogorgia,torresia,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Juncella,gemmacea,Valenciennes,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Juncella,juncea,Pallas,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Ellisella,maculata,Studer,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Iciligotgia,orientalis,Ridley,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Melitodes,dichotoma,Pallas,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Melitodes,esperi,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Heliopora,caerulea,Blainsville,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,sponosa,Gray,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,macrospina,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,umbellata,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,bicolor,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,heterocyathus,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Spongodes,coronata,,,,
9/9/1874,186-187,"186,187",summary,Alcyonaria,Telesto (carijoa),trichostemma,Dana,,,
9/9/1874,186-187,"186,187",summary,Actiniaria,Sphenopus,arenaceus,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Stylophora,digitata,Pallas,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Galaxea,musicalis,Esper,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Euphyllia,glabrescens,Chamisso and Eysenhardt,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Euphyllia,turgida,Dana,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Euphyllia,striata,M. Edwards and Haime,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Mussa,aspera,M. Edwards and Haime,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Goniastraea,quoyi,M. Edwards and Haime,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Moseleya,latistellata,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Dendrophyllia,axifuga,M. Edwards and Haime,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Dendrophyllia,conferta,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Turbinaria,crater,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Turbinaria,cinerascens,Ellis and Solander,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Turbinaria,patula,Dana,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Turbinaria,peltata,Esper,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Turbinaria,aequalis,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Montipora,exserta,,,,
9/9/1874,186-187,"186,187",summary,Reef corals,Alveopora,retusa,Verrill,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Antedon,multiradiata,,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Antedon,microdiscus,Bell,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Antedon,variipinna,Carpenter,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,pectinata,Retzius,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,solaris,Lamarck,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,paucicirra,Bell,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,maculata,,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,valida,,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,multiradiata,,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,belli,,,,
9/9/1874,186-187,"186,187",summary,Crinoidea,Actinometra,parvicirra,Muller,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Astropecten,zebra,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Astropecten,zebra rosea,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Luidia,forficifer,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Stellaster,incei,Gray,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Stellaster,princeps,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Anthenea,tuberculosa,Gray,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Pentaceros,turritus,Linck,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Pentaceros,callimorphus,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Nepanthia,brevis,Perrier,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Ophidiaster,tuberifer,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Ophidiaster,helicostichus,,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Metrodira,subulata,Gray,,,
9/9/1874,186-187,"186,187",summary,Asteroidea,Retaster,indignis,,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Leucothoe,flindersi,,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Dexamine,flindersi,,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Parelasmopus,suluensis,Dana,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Amphithoe,flindersi,,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Cerapus,flindersi,,,,
9/9/1874,186-187,"186,187",summary,Amphipoda,Vibilia,viator,,,,
9/9/1874,186-187,"186,187",summary,Anomura,Mastigochirus,quadrilobatus,Miers,,,
9/9/1874,186-187,"186,187",summary,Anomura,Diogenes,guttatus,,,,
9/9/1874,186-187,"186,187",summary,Anomura,Pagurus,imbricatus,M. Edwards,,,
9/9/1874,186-187,"186,187",summary,Anomura,Spiropagurus,spiriger,De Haan ,,,
9/9/1874,186-187,"186,187",summary,Anomura,Petrolisthes,annulipes,White,,,
9/9/1874,186-187,"186,187",summary,Anomura,Pachycheles,pulchellus,Haswell,,,
9/9/1874,186-187,"186,187",summary,Anomura,Polyonyx,obesulus,White,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Chlidonia,cordieri,Audouin,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Caberea,lata,Busk,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Carbasea,cribriformis,Busk,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Salicornaria,gracilis,Busk,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Retepora,hirsuta,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Retepora,tubulata,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Lepralia,celleporoides,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Lepralia,dorsiporosa,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Escharoides,occlusa,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Haswellia,australiensis,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Adeonella,pectinata,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Cellepora,discoidea,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Cellepora,tridenticulata,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Cupularia,guineensis,Busk,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Crisia,denticulata,Lamarck,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Idmonea,eboracensis,,,,
9/9/1874,186-187,"186,187",summary,Polyzoa,Amathia,connexa,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Cynthia,formosa,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Cynthia,arenosa,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Colella,pulchra,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Polyclinum,depressum,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Psammaplidium,ovatum,,,,
9/9/1874,186-187,"186,187",summary,Tunicata,Psammaplidium,pyriforme,,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Myriodon,waigiensis,Quoy and Giamard,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Mesoprion,chrysotaenia,Bleeker,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Therapon,servus,Linne,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Therapon,candovittatus,Rich,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Gerres,abbreviatus,Bleeker,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Lethrinus,nebulosus,Forsk,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Platycephalus,insidiator,Forsk,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Platycephalus,isacanthus,C.V.,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Platycephalus,spinosus,Schleg,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Platycephalus,pristiger,C.V.,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Pegasus,natans,Linne,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Sillago,ciliata,C.V. ,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Caranx,speciosus,Forsk,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Caranx,armatus,Forsk,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Chorinemus,toloo,C.V. ,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Trachynotus,ovatus,Linne,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Gobius,albopunctatus,C.V. ,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Gobius,bynoensis,Rich,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Gobius,ornatus,Rupp,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Batrachus,diemensis,Les,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Congrogadus,subducens,Rich,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Mugil,waigiensis,Quoy and Giamard,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Chaerops,cyanodon,Rich,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Chaerops,ommopterus,Rich,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Belone,strongylurus,Bleeker,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Belone,annulata,C.V. ,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Hemirhamphus,quoyi,C.V. ,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Hemirhamphus,commersoni,Cuv,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Chirocentrus,dorab,Forsk,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Phyllopteryx,taeniophorus,Gray,,,
9/9/1874,186-187,"186,187",summary,Pelagic fishes,Branchiostoma,cultellum,Peters,,,
10-12/9/1874,188-190,"188,189,190",summary,Keratosa,Ianthella,flabelliformis,Pallas,,,
10-12/9/1874,188-190,"188,189,190",summary,Keratosa,Cacospongia,irregularis,,,,
10-12/9/1874,188-190,"188,189,190",summary,Tetractinellida,Disyringa,dissimilis,Ridley,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Elasmogorgia,filiformis,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Muricella,umbraticoides,Studer,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Muricella,crassa,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Melitodes,rubeola,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Melitodes,rubeola nov,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Spongodes,corymbosa,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Spongodes,monticulosa,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Telesto (carijoa),arborea,,,,
10-12/9/1874,188-190,"188,189,190",summary,Alcyonaria,Bebryce,philippii,,,,
10-12/9/1874,188-190,"188,189,190",summary,Actiniaria,Sphenopus,marsupialis,Steenstrup,,,
10-12/9/1874,188-190,"188,189,190",summary,Corals,Paracyanthus,de filippii,Duchassaing and Michelotti,,,
10-12/9/1874,188-190,"188,189,190",summary,Corals,Flabellum,stokesi,M. Edwards and Haime,,,
10-12/9/1874,188-190,"188,189,190",summary,Corals,Astrae,abyssorum,,,,
10-12/9/1874,188-190,"188,189,190",summary,Corals,Dendrophyllia,cornigera,Blainsville,,,
10-12/9/1874,188-190,"188,189,190",summary,Reef corals,Rhodopsammia,parallela,Semper,,,
10-12/9/1874,188-190,"188,189,190",summary,Crinoidea,Antedon,elegans,Bell,,,
10-12/9/1874,188-190,"188,189,190",summary,Crinoidea,Antedon,denticulata,,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Astropecten,granulatus,Muller and Troschel,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Luidia ,forficifer,,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Nymphaster,symbolicus,,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Stellaster,incei,Gray,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Pentaceros,turritus,Linck,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Nepanthia,maculata,Gray,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Rhipidaster,vannipes,,,,
10-12/9/1874,188-190,"188,189,190",summary,Asteroidea,Retaster,insignis,,,,
10-12/9/1874,188-190,"188,189,190",summary,Amphipoda,Protella,gracilis,Dana,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Spiropagurus,spiriger,De Haan ,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Pagurodes,piliferus,,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Catapagurus,australis,,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Pachycheles,pulchellus,Haswell,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Galathea,australiensis,Stimpson,,,
10-12/9/1874,188-190,"188,189,190",summary,Anomura,Porcellana,serratifrons,Stimpson,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Catenicella,elegans,Busk,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Scrupocellaria,ciliata,Audouin,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Nellia,oculata,Busk,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Caberea,lata,Busk,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Carbasea,cribriformis,Busk,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Amathia,semispiralis,Kirchenpauer,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Vesicularia,papuensis,,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Cylindraecium,papuense,,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Retepora,columnifera,,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Retepora,delicatula,,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Eschara,gracilis,Lamarck,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Mucronella,bisinuata,Smitt,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Haswellia,australiensis,Haswell,,,
10-12/9/1874,188-190,"188,189,190",summary,Polyzoa,Adeonella,intricaria,,,,
10-12/9/1874,188-190,"188,189,190",summary,Tunicata,Microcosmus,helleri,,,,
10-12/9/1874,188-190,"188,189,190",summary,Pelagic fishes,Trygon,pastinaca,Linne,,,
10-12/9/1874,188-190,"188,189,190",summary,Pelagic fishes,Serranus,diacanthus,C.V. ,,,
10-12/9/1874,188-190,"188,189,190",summary,Pelagic fishes,Mesoprion,annularis,C.V. ,,,
