ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger
15918,,352,"Zoology, Vol 18",Radiolaria,822,Hystrichaspis,pectinata,n.sp.,,1,,,,,
15919,,276,"Zoology, Vol 18",Radiolaria,822,Hystrichaspis,furcata,n.sp.,,1,,,,,
15920,,240,"Zoology, Vol 18",Radiolaria,823,Hystrichaspis,cristata,n.sp.,,1,,,,,
15921,,271,"Zoology, Vol 18",Radiolaria,823,Hystrichaspis,dorsata,n.sp.,,1,,,,,
15922,,256,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15923,,257,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15924,,258,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15925,,259,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15926,,260,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15927,,261,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15928,,262,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15929,,263,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15930,,264,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15931,,265,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15932,,266,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15933,,267,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15934,,268,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15935,,269,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15936,,270,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15937,,271,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15938,,272,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15939,,273,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15940,,274,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15941,,275,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15942,,276,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15943,,277,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15944,,278,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15945,,279,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15946,,280,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15947,,281,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15948,,282,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15949,,283,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15950,,284,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15951,,285,18,Radiolaria,114,Solenosphaera,megalactis,Haeckel,,1,,,,,
15952,,,18,Radiolaria,114,Solenosphaera,serpentina,n. sp.,"North-east pacific, between sandwhich islands and california ",1,Surface,,,,
15953,,,18,Radiolaria,114,Solenosphaera,venosa,Haeckel,,1,,,,,
15954,,343,18,Radiolaria,115,Solenosphaera,ascensionis,n. sp.,,1,Surface,,,,
15955,,271,18,Radiolaria,115,Solenosphaera,cornucopia,n. sp.,,1,,,,,
15956,,325,18,Radiolaria,115,Solenosphaera,amalthea,n. sp.,,1,,,,,
15957,,268,18,Radiolaria,116,Otosphaera,auriculata,n. sp.,,1,surface,,,,
15958,,269,18,Radiolaria,116,Otosphaera,auriculata,n. sp.,,1,surface,,,,
15959,,270,18,Radiolaria,116,Otosphaera,auriculata,n. sp.,,1,surface,,,,
15960,,271,18,Radiolaria,116,Otosphaera,auriculata,n. sp.,,1,surface,,,,
15961,,272,18,Radiolaria,116,Otosphaera,auriculata,n. sp.,,1,surface,,,,
15962,,268,18,Radiolaria,117,Coronosphaera,diadema,n. sp.,,1,surface,,,,
15963,,269,18,Radiolaria,117,Coronosphaera,diadema,n. sp.,,1,surface,,,,
15964,,270,18,Radiolaria,117,Coronosphaera,diadema,n. sp.,,1,surface,,,,
15965,,271,18,Radiolaria,117,Coronosphaera,calycina,n. sp.,,1,surface,,,,
15966,,272,18,Radiolaria,117,Coronosphaera,calycina,n. sp.,,1,surface,,,,
15967,,347,18,Radiolaria,117,Coronosphaera,convolvulus,n. sp.,,1,surface,,,,
15968,,238,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15969,,239,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15970,,240,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15971,,241,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15972,,242,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15973,,243,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15974,,244,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15975,,245,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15976,,246,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15977,,247,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15978,,248,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15979,,249,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15980,,250,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15981,,251,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15982,,252,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15983,,253,18,Radiolaria,118,Clathrosphaera,circumtexta,n.sp,,1,,,,,
15984,,268,18,Radiolaria,119,Clathrosphaera,arachnoides,n.sp,,1,,,,,
15985,,270,18,Radiolaria,119,Clathrosphaera,lamellosa,n.sp,,1,,,,,
15986,,271,18,Radiolaria,119,Clathrosphaera,lamellosa,n.sp,,1,,,,,
15987,,272,18,Radiolaria,119,Clathrosphaera,lamellosa,n.sp,,1,,,,,
15988,,273,18,Radiolaria,119,Clathrosphaera,lamellosa,n.sp,,1,,,,,
15989,,274,18,Radiolaria,119,Clathrosphaera,lamellosa,n.sp,,1,,,,,
15990,,263,18,Radiolaria,119,Xanthiosphaera,capillacea,n.sp,,1,,,,,
15991,,270,18,Radiolaria,120,Xanthiosphaera,erinacea,n.sp,,1,,,,,
15992,,272,18,Radiolaria,120,Xanthiosphaera,lappacea,n.sp,,1,,,,,
15993,,272,18,Radiolaria,120,Xanthiosphaera,lappacea,n.sp,,1,,,,,
15994,,271,18,Radiolaria,123,Xiphosphaera,planeta,n.sp,,1,,,,,
15995,,272,18,Radiolaria,123,Xiphosphaera,planeta,n.sp,,1,,,,,
15996,,273,18,Radiolaria,123,Xiphosphaera,planeta,n.sp,,1,,,,,
15997,,274,18,Radiolaria,123,Xiphosphaera,planeta,n.sp,,1,,,,,
15998,,274,18,Radiolaria,123,Xiphosphaera,gaea,n.sp,,1,,,,,
15999,,272,18,Radiolaria,123,Xiphosphaera,venus,n.sp,,1,,,,,
16000,,272,18,Radiolaria,123,Xiphosphaera,luna,n.sp,,1,,,,,
16001,,271,18,Radiolaria,494,Porodiscus,quadrigatus,n.sp,,1,,,,,
16002,,272,18,Radiolaria,495,Porodiscus,perispira,n.sp,,1,,,,,
16003,,273,18,Radiolaria,495,Porodiscus,perispira,n.sp,,1,,,,,
16004,,274,18,Radiolaria,495,Porodiscus,perispira,n.sp,,1,,,,,
16005,,332,18,Radiolaria,495,Porodiscus,radiatus,n.sp,,1,,,,,
16006,,267,18,Radiolaria,495,Porodiscus,centrospira,n.sp,,1,,,,,
16007,,,18,Radiolaria,496,Porodiscus,operculina,Haeckel,Mediterranean (Messina),1,Surface,,,,
16008,,272,18,Radiolaria,497,Porodiscus,semispiralis,n.sp,,1,,,,,
16009,,266,18,Radiolaria,498,Porodiscus,deformis ,Haeckel,,1,,,,,
16010,,267,18,Radiolaria,498,Porodiscus,deformis ,Haeckel,,1,,,,,
16011,,268,18,Radiolaria,498,Porodiscus,deformis ,Haeckel,,1,,,,,
16012,,265,18,Radiolaria,499,Porodiscus,saturnus,n.sp,,1,,,,,
16013,,244,18,Radiolaria,501,Ommatodiscus,stohrii,n.sp,,1,,,,,
16014,,295,18,Radiolaria,501,Ommatodiscus,circularis,n.sp,,1,,,,,
16015,,302,18,Radiolaria,502,Stomoatodiscus,amphistomus,n.sp,,1,,,,,
16016,,225,18,Radiolaria,503,Stomoatodiscus,osculatus,n.sp,,1,,,,,
16017,,224,18,Radiolaria,503,Xiphodictya,amphibelonia,n.sp,,1,,,,,
16018,,64,18,Radiolaria,614,Spongolacrus,amphicentria,Haeckel,,1,,,,,
16019,,157,18,Radiolaria,614,Stypolarcus,spongiosus,n.sp,,1,,,,,
16020,,271,18,Radiolaria,617,Larnacilla,typus,n.sp,,1,,,,,
16021,,,18,Radiolaria,618,Larnacilla,prometor,n.sp,"Indian Ocean, Zanzibar, Pullen",1,,,,,
16022,,266,18,Radiolaria,618,Larnacilla,subglobosa,n.sp,,1,,,,,
16023,,265,18,Radiolaria,618,Larnacilla,medullaris,n.sp,,1,,,,,
16024,,244,18,Radiolaria,619,Larnacidium,staurobelonium,n.sp,,1,,,,,
16025,,295,18,Radiolaria,619,Larnacidium,hexabelonium,n.sp,,1,,,,,
16026,,225,18,Radiolaria,619,Larnacidium,polybelonium,n.sp,,1,,,,,
16027,,272,18,Radiolaria,620,Larnacalpis,lentellipsis,n.sp,,1,,,,,
16028,,253,18,Radiolaria,620,Larnacalpis,phacodiscus,n.sp,,1,,,,,
16029,,224,18,Radiolaria,621,Larnacalpis,macrococcus,n.sp,,1,,,,,
16030,,266,18,Radiolaria,621,Larnacalpis,subsphaerica,n.sp,,1,,,,,
16031,,263,18,Radiolaria,621,Larnacalpis,triaxonia,n.sp,,1,,,,,
16032,,256,18,Radiolaria,622,Larnacantha ,dissacantha,n.sp,,1,,,,,
16033,,274,18,Radiolaria,622,Larnacantha ,stauracantha,n.sp,,1,,,,,
16034,,270,18,Radiolaria,622,Larnacantha ,quadricornis,n.sp,,1,surface,,,,
16035,,263,18,Radiolaria,622,Larnacantha ,Hexacantha,n.sp,,1,,,,,
16036,,,18,Radiolaria,623,Larnacantha ,octacantha,n.sp,"Atlantic, pacific,",1,surface,,,,
16037,,263,18,Radiolaria,623,Larnacantha ,prismatica,n.sp,,1,,,,,
16038,,149,18,Radiolaria,843,Lychnaspis,cataplasta,n.sp,,1,surface,,,,
16039,,244,18,Radiolaria,843,Icosaspis,tabulata,n.sp,,1,,,,,
16040,,340,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16041,,341,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16042,,342,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16043,,343,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16044,,344,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16045,,345,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16046,,346,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16047,,347,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16048,,348,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16049,,349,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16050,,350,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16051,,351,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16052,,352,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16053,,353,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16054,,354,18,Radiolaria,844,Icosaspis,elegans,n.sp,,1,,,,,
16055,,256,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16056,,257,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16057,,258,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16058,,259,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16059,,260,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16060,,261,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16061,,262,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16062,,263,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16063,,264,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16064,,265,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16065,,266,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16066,,267,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16067,,268,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16068,,269,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16069,,270,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16070,,271,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16071,,272,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16072,,273,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16073,,274,18,Radiolaria,844,Icosaspis,cruciata,n.sp,,1,,,,,
16074,,295,18,Radiolaria,844,Icosaspis,ornata,n.sp,,1,,,,,
16075,,333,18,Radiolaria,845,Icosaspis,spectobilis,n.sp,,1,surface,,,,
16076,,241,18,Radiolaria,846,Icosaspis,icosastaura,n.sp,,1,surface,,,,
16077,,326,18,Radiolaria,846,Hylaspis,serrulata,n.sp,,1,surface,,,,
16078,,271,18,Radiolaria,847,Hylaspis,coronata,n.sp,,1,surface,,,,
16079,,295,18,Radiolaria,847,Hylaspis,barbata,n.sp,,1,surface,,,,
16080,,239,18,Radiolaria,852,Phractopelta,dorataspis,n.sp,,1,surface,,,,
16081,,256,18,Radiolaria,852,Phractopelta,dyadopora,n.sp,,1,surface,,,,
16082,,332,18,Radiolaria,852,Phractopelta,diporaspis,n.sp,,1,surface,,,,
16083,,238,18,Radiolaria,853,Phractopelta,tessaraspis,n.sp,,1,surface,,,,
16084,,253,18,Radiolaria,853,Phractopelta,tetradopora,n.sp,,1,surface,,,,
16085,,272,18,Radiolaria,853,Phractopelta,hexadopora,n.sp,,1,surface,,,,
16086,,345,18,Radiolaria,784,Amphilonche,tenuis,Haeckel,,,surface,,,,
16087,,271,18,Radiolaria,784,Amphilonche,heteracantha,Haeckel,,,surface,,,,
16088,,265,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16089,,266,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16090,,267,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16091,,268,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16092,,269,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16093,,270,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16094,,271,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16095,,272,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16096,,273,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16097,,274,18,Radiolaria,785,Amphilonche,conica,Haeckel,,,surface,,,,
16098,,288,18,Radiolaria,786,Amphilonche,lancetta,n. sp.,,,surface,,,,
16099,,270,18,Radiolaria,786,Amphilonche,hydrotomica,n. sp.,,,surface,,,,
16100,,271,18,Radiolaria,786,Amphilonche,hydrotomica,n. sp.,,,surface,,,,
16101,,272,18,Radiolaria,786,Amphilonche,hydrotomica,n. sp.,,,surface,,,,
16102,,273,18,Radiolaria,786,Amphilonche,hydrotomica,n. sp.,,,surface,,,,
16103,,274,18,Radiolaria,786,Amphilonche,hydrotomica,n. sp.,,,surface,,,,
16104,,271,18,Radiolaria,787,Amphilonche,violina,n. sp.,,,surface,,,,
16105,,352,18,Radiolaria,787,Amphilonche,tetraptera,Haeckel,,,surface,,,,
16106,,353,18,Radiolaria,787,Amphilonche,tetraptera,Haeckel,,,surface,,,,
16107,,354,18,Radiolaria,787,Amphilonche,tetraptera,Haeckel,,,surface,,,,
16108,,266,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16109,,267,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16110,,268,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16111,,269,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16112,,270,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16113,,271,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16114,,272,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16115,,273,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16116,,274,18,Radiolaria,788,Amphilonche,acufera,n. sp. ,,,surface,,,,
16117,,325,18,Radiolaria,788,Amphibelone,aciculata,n. sp.,,,surface,,,,
16118,,143,18,Radiolaria,789,Amphibelone,pyramidata,n. sp.,,,depth 1900 fathoms,,,,
16119,,272,18,Radiolaria,790,Amphibelone,clavaria,n. sp.,,,surface,,,,
16120,,266,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16121,,267,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16122,,268,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16123,,269,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16124,,270,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16125,,271,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16126,,272,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16127,,273,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16128,,274,18,Radiolaria,790,Acantholonche,amphipolaris,n. sp.,,,surface,,,,
16129,,274,18,Radiolaria,791,Acantholonche,peripolaris,n. sp.,,,surface,,,,
16130,,272,18,Radiolaria,774,Zygostaurus,amphithectus,n. sp.,,,surface,,,,
16131,,295,18,Radiolaria,774,Zygostaurus,longicornis,n. sp.,,,surface,,,,
16132,,265,18,Radiolaria,775,Zygostaurus,caudatus,n. sp.,,,surface,,,,
16133,,274,18,Radiolaria,775,Zygostaurus,frontalis,n. sp.,,,surface,,,,
16134,,271,18,Radiolaria,775,Zygostaurus,sagittalis,n. sp.,,,surface,,,,
16135,,266,18,Radiolaria,776,Quadrilonche,tetrastaura,n. sp.,,,surface,,,,
16136,,235,18,Radiolaria,777,Quadrilonche,platystaura,n. sp.,,,surface,,,,
16137,,345,18,Radiolaria,777,Quadrilonche,mesostaura,n. sp.,,,surface,,,,
16138,,325,18,Radiolaria,777,Quadrilonche,telostaura,n. sp.,,,surface,,,,
16139,,238,18,Radiolaria,778,Xiphoptera,tessaractena,n. sp.,,,surface,,,,
16140,,272,18,Radiolaria,778,Xiphoptera,dodecactena,n. sp.,,,surface,,,,
16141,,288,18,Radiolaria,778,Xiphoptera,icosactena,n. sp.,,,surface,,,,
16142,,348,18,Radiolaria,779,Lithoptera,tetraptera,n. sp.,,,surface,,,,
16143,,271,18,Radiolaria,779,Lithoptera,lamarckii,n. sp.,,,surface,,,,
16144,,244,18,Radiolaria,780,Lithoptera,tetragona,n. sp.,,,surface,,,,
16145,,326,18,Radiolaria,780,Lithoptera,quadrata,n. sp.,,,surface,,,,
16146,,271,18,Radiolaria,780,Lithoptera,dodecaptera,n. sp.,,,surface,,,,
16147,,302,18,Radiolaria,781,Lithoptera,darwinii,Haeckel,,,surface,,,,
16148,,343,18,Radiolaria,783,Amphilonche ,lanceolata,n. sp.,,,surface,,,,
16149,,352,18,Radiolaria,783,Amphilonche ,diodom,n. sp.,,,surface,,,,
16150,,271,18,Radiolaria,897,Cystidium,lecythium,n. sp.,,,surface,,,,
16151,,300,18,Radiolaria,898,Nassella,thalassicolla,n. sp.,,,surface,,,,
16152,,271,18,Radiolaria,909,Triplagia ,primordialis,n. sp.,,1,,,,,
16153,,256,18,Radiolaria,909,Triplagia ,triradialis,n. sp.,,1,surface,,,,
16154,,225,18,Radiolaria,909,Triplagia ,horizontalis,n. sp.,,1,,,,,
16155,,,18,Radiolaria,910,Plagiacantha,arachnoides,Claparede,"North Atlantic, coast of Norway, Claparede,",1,surface,,,,
16156,,254,18,Radiolaria,910,Plagiacantha,furcata,n. sp.,,1,surface,,,,
16157,,274,18,Radiolaria,910,Plagiacantha,dodecantha,n. sp.,,1,surface,,,,
16158,,274,18,Radiolaria,910,Plagiacantha,abietina,Richard Hertwig,,1,surface,,,,
16159,,296,18,Radiolaria,910,Plagiacantha,verticillata,n. sp.,,1,surface,,,,
16160,,268,18,Radiolaria,911,Plagiacantha,elatine,n. sp.,,1,,,,,
16161,,266,18,Radiolaria,911,Tetraplagia ,geometrica,n. sp.,,1,surface,,,,
16162,,332,18,Radiolaria,911,Tetraplagia ,phaenaxonia,n. sp.,,1,surface,,,,
16163,,,18,Radiolaria,912,Tetraplagia ,abietina,Haeckel,"Mediterranean (Messina, Corfu)",1,surface,,,,
16164,,263,18,Radiolaria,912,Plagoniscus,tripodiscus,n. sp.,,1,surface,,,,
16165,,247,18,Radiolaria,912,Plagoniscus,euscenium,n. sp.,,1,surface,,,,
16166,,338,18,Radiolaria,913,Plagoniscus,cortinaris,n. sp.,,1,surface,,,,
16167,,224,18,Radiolaria,913,Plagoniscus,nassellaris,n. sp.,,1,surface,,,,
16168,,,18,Radiolaria,913,Plagonidium,bigeminum,n. sp.,"Indian Ocean, Sundra Strait (Rabbe)",1,surface,,,,
16169,,159,18,Radiolaria,914,Plagonidium,quadrigeminum,n. sp.,,1,surface,,,,
16170,,,18,Radiolaria,914,Plagiocarpa,procortina,n. sp.,Mediterranean (Portofino near Genoa),1,surface,,,,
16171,,,18,Radiolaria,914,Plagiocarpa,procyrtella,n. sp.,"North Atlantic, Iceland (Steenstrup)",1,surface,,,,
16172,,,18,Radiolaria,915,Hexaplagia,arctica,n. sp.,Arctic Ocean (Greenland),1,,,,,
16173,,157,18,Radiolaria,915,Hexaplagia,antarctica,n. sp.,,1,,,,,
16174,,169,18,Radiolaria,916,Hexaplagia,collaris,n. sp.,,1,,,,,
16175,,160,18,Radiolaria,916,Hexaplagia,australis,n. sp.,,1,surface,,,,
16176,,347,18,Radiolaria,916,Plagonium,sphaerozoum,n. sp.,,1,surface,,,,
16177,,240,18,Radiolaria,917,Plagonium,lampoxanthium,n. sp.,,,surface,,,,
16178,,265,18,Radiolaria,917,Plagonium,trigeminum,n. sp.,,,,2900,,,
16179,,288,18,Radiolaria,917,Plagonium,distriactis,n. sp.,,,surface,,,,
16180,,274,18,Radiolaria,918,Polyplagia,septenaria,n. sp.,,,surface,,,,
16181,,,18,Radiolaria,918,Polyplagia,novenaria,n. sp.,Faroe channel,,surface,,,,
16182,,299,18,Radiolaria,918,Polyplagia,duodenaria,n. sp.,,,surface,,,,
16183,,241,18,Radiolaria,919,Polyplagia,viminaria,n. sp.,,,surface,,,,
16184,,348,18,Radiolaria,921,Triplecta,triangulum,n. sp.,,,,2450,,,
16185,,272,18,Radiolaria,922,Triplecta,triactis,n. sp.,,,,2600,,,
16186,,238,18,Radiolaria,922,Plectophora,triomma,n. sp.,,,surface,,,,
16187,,297,18,Radiolaria,923,Plectophora,pyramidalis,n. sp.,,,surface,,,,
16188,,272,18,Radiolaria,923,tetraplecta,tetrahedra,n. sp.,,,,2600,,,
16189,,266,18,Radiolaria,924,tetraplecta,quadricornis,n. sp.,,,,2750,,,
16190,,271,18,Radiolaria,924,tetraplecta,pinigera,n. sp.,,,surface,,,,
16191,,244,18,Radiolaria,925,plectaniscus,cortiniscus,n. sp.,,,surface,,,,
16192,,238,18,Radiolaria,925,plectaniscus,tripodiscus,n. sp.,,,surface,,,,
16193,,295,18,Radiolaria,925,plectaniscus,archiscenium,n. sp.,,,,1500,,,
16194,,274,18,Radiolaria,925,plectaniscus,cladoscenium,n. sp.,,,surface,,,,
16195,,271,18,Radiolaria,925,plectaniscus,clathrocorys,n. sp.,,,,2425,,,
16196,,271,18,Radiolaria,926,periplecta,cortina,n. sp.,,,surface,,,,
16197,,274,18,Radiolaria,926,periplecta,pteroscenium,n. sp.,,,surface,,,,
16198,,274,18,Radiolaria,927,Periplecta,monocyrtis,n. sp.,,1,surface,,,,
16199,,285,18,Radiolaria,927,Hexaplecta,triaxonia,n. sp.,,1,,,,,
16200,,291,18,Radiolaria,927,Hexaplecta,tricladonia,n. sp.,,1,surface,,,,
16201,,244,18,Radiolaria,928,Plectanium,trigeminium,n.sp.,,1,surface,,,,
16202,,236,18,Radiolaria,928,Plectanium,ovodimare,n. sp.,,1,surface,,,,
16203,,266,18,Radiolaria,928,Plectanium,sphaerozoum,n.sp.,,1,surface,,,,
16204,,271,18,Radiolaria,929,Polyplecta,heptacantha,n.sp.,,1,surface,,,,
16205,,266,18,Radiolaria,929,Polyplecta,enneacantha,n.sp.,,1,,,,,
16206,,338,18,Radiolaria,930,Polyplecta,decacantha,n.sp.,,1,,,,,
16207,,265,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16208,,266,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16209,,267,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16210,,268,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16211,,269,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16212,,270,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16213,,271,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16214,,272,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16215,,273,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16216,,274,18,Radiolaria,940,Archicircus,princeps,n. sp.,,,,,,,
16217,,274,18,Radiolaria,941,Archicircus,monostephus,n. sp.,,,,,,,
16218,,225,18,Radiolaria,941,Archicircus,ellipsis,n. sp.,,,,,,,
16219,,347,18,Radiolaria,941,Archicircus,ovalis,n. sp.,,,,,,,
16220,,265,18,Radiolaria,941,Archicircus,quadratus,n. sp.,,,,,,,
16221,,244,18,Radiolaria,942,Archicircus,rhombus,n. sp.,,,,,,,
16222,,,18,Radiolaria,942,Archicircus,duodenus,n. sp.,North Atlantic,,surface (Rabbe),,,,
16223,,265,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16224,,266,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16225,,267,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16226,,268,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16227,,269,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16228,,270,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
16229,,271,18,Radiolaria,942,Archicircus,primordialis,n. sp.,,,,,,,
