ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger,WoRMS ID,WoRMS Taxa
5670,,260A,9,Foraminifera,764,Gypsina,vesicularis,(P. & J.),,1,p,"40 fathoms, volcanic mud",,,,urn:lsid:marinespecies.org:taxname:112829,Foraminifera
5671,,172,9,Foraminifera,764,Gypsina,vesicularis,(P. & J.),,1,r,"18 fathoms, coral mud",,,,urn:lsid:marinespecies.org:taxname:112829,Foraminifera
5672,,24,9,Foraminifera,764,Polytrema,miniaceum,(Linn.),,1,d,"390 fathoms, pteropod ooze",,,,urn:lsid:marinespecies.org:taxname:525640,Foraminifera
5673,,260A,9,Foraminifera,764,Polytrema,miniaceum,(Linn.),,1,p,"40 fathoms, volcanic mud",,,,urn:lsid:marinespecies.org:taxname:525640,Foraminifera
5674,,172,9,Foraminifera,764,Polytrema,miniaceum,(Linn.),,1,r,"18 fathoms, coral mud",,,,urn:lsid:marinespecies.org:taxname:525640,Foraminifera
5675,,271,9,Foraminifera,764,Nonionina,pompilioides,(F. & M.),,1,c,"2425 fathoms, globigerina ooze",,,,urn:lsid:marinespecies.org:taxname:710596,Foraminifera
5676,,157,9,Foraminifera,764,Nonionina,pompilioides,(F. & M.),,1,i,"1950 fathoms, diatom ooze",,,,urn:lsid:marinespecies.org:taxname:710596,Foraminifera
5677,,24,9,Foraminifera,764,Nonionina,scapha,(F. & M.),,1,d,"390 fathoms, pteropod ooze",,,,urn:lsid:marinespecies.org:taxname:391212,Foraminifera
5678,,232,9,Foraminifera,764,Nonionina,scapha,(F. & M.),,1,l,"345 fathoms, green mud",,,,urn:lsid:marinespecies.org:taxname:391212,Foraminifera
5679,,260A,9,Foraminifera,764,Nonionina,scapha,(F. & M.),,1,p,"40 fathoms, volcanic mud",,,,urn:lsid:marinespecies.org:taxname:391212,Foraminifera
5680,,24,9,Foraminifera,764,Nonionina,turgida,(Will.),,1,d,"390 fathoms, pteropod ooze",,,,urn:lsid:marinespecies.org:taxname:525634,Foraminifera
5681,,232,9,Foraminifera,764,Nonionina,turgida,(Will.),,1,l,"345 fathoms, green mud",,,,urn:lsid:marinespecies.org:taxname:525634,Foraminifera
5682,,172,9,Foraminifera,764,Nonionina,turgida,(Will.),,1,r,"18 fathoms, coral mud",,,,urn:lsid:marinespecies.org:taxname:525634,Foraminifera
5683,,24,9,Foraminifera,764,Carpenteria,proteiformis,Goes.,,1,,,,,,urn:lsid:marinespecies.org:taxname:582797,Foraminifera
5684,,172,9,Foraminifera,764,Carpenteria,utricularis,Cart.,,1,,,,,,urn:lsid:marinespecies.org:taxname:479283,Foraminifera
5685,,142,9,Foraminifera,764,Rupertia,stabilis,Wall.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113480,Foraminifera
5686,,24,9,Foraminifera,764,Pulvinulina,auricula,(F. & M.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393180,Foraminifera
5687,,279A,9,Foraminifera,764,Pulvinulina,auricula,(F. & M.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393180,Foraminifera
5688,,337,9,Foraminifera,764,Pulvinulina,canariensis,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710623,Foraminifera
5689,,164A,9,Foraminifera,764,Pulvinulina,canariensis,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710623,Foraminifera
5690,,232,9,Foraminifera,764,Pulvinulina,canariensis,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710623,Foraminifera
5691,,120,9,Foraminifera,764,Pulvinulina,canariensis,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710623,Foraminifera
5692,,172,9,Foraminifera,764,Pulvinulina,canariensis,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710623,Foraminifera
5693,,98,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5694,,337?,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5695,,9,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5696,,286,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5697,,157,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5698,,164A,9,Foraminifera,764,Pulvinulina,crassa,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710626,Foraminifera
5699,,24,9,Foraminifera,764,Pulvinulina,dispansa,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:522396,Foraminifera
5700,,,9,Foraminifera,764,Pulvinulina,elegans,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590648,Foraminifera
5701,,286,9,Foraminifera,764,Pulvinulina,exigua,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:479279,Foraminifera
5702,,271,9,Foraminifera,764,Pulvinulina,favus,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:595583,Foraminifera
5703,,164A,9,Foraminifera,764,Pulvinulina,hauerii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710628,Foraminifera
5704,,279A,9,Foraminifera,764,Pulvinulina,hauerii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710628,Foraminifera
5705,,172,9,Foraminifera,764,Pulvinulina,lateralis,(Terq.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393181,Foraminifera
5706,,98,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5707,,338,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5708,,24,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5709,,337,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5710,,9,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5711,,142,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5712,,164A,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5713,,232,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5714,,120,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5715,,260A,9,Foraminifera,764,Pulvinulina,menardii,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:393179,Foraminifera
5716,,98,9,Foraminifera,764,Pulvinulina,menardii var fimbriata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:525884,Foraminifera
5717,,24,9,Foraminifera,764,Pulvinulina,menardii var fimbriata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:525884,Foraminifera
5718,,120,9,Foraminifera,764,Pulvinulina,menardii var fimbriata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:525884,Foraminifera
5719,,338,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5720,,24,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5721,,337,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5722,,9,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5723,,142,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5724,,164A,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5725,,232,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5726,,229,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5727,,120,9,Foraminifera,764,Pulvinulina,micheliniana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:590654,Foraminifera
5728,,142,9,Foraminifera,764,Pulvinulina,oblonga,(Will.),,1,,,,,,urn:lsid:marinespecies.org:taxname:525642,Foraminifera
5729,,338,9,Foraminifera,764,Pulvinulina,partschiana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710630,Foraminifera
5730,,271,9,Foraminifera,764,Pulvinulina,partschiana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710630,Foraminifera
5731,,142,9,Foraminifera,764,Pulvinulina,partschiana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710630,Foraminifera
5732,,164A,9,Foraminifera,764,Pulvinulina,partschiana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710630,Foraminifera
5733,,232,9,Foraminifera,764,Pulvinulina,partschiana,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710630,Foraminifera
5734,,338,9,Foraminifera,764,Pulvinulina,patagonica,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710632,Foraminifera
5735,,337,9,Foraminifera,764,Pulvinulina,patagonica,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:710632,Foraminifera
5736,,98,9,Foraminifera,764,Pulvinulina,pauperata,P. & J.,,1,,,,,,urn:lsid:marinespecies.org:taxname:590649,Foraminifera
5737,,338,9,Foraminifera,764,Pulvinulina,pauperata,P. & J.,,1,,,,,,urn:lsid:marinespecies.org:taxname:590649,Foraminifera
5738,,24,9,Foraminifera,764,Pulvinulina,pauperata,P. & J.,,1,,,,,,urn:lsid:marinespecies.org:taxname:590649,Foraminifera
5739,,120,9,Foraminifera,764,Pulvinulina,pauperata,P. & J.,,1,,,,,,urn:lsid:marinespecies.org:taxname:590649,Foraminifera
5740,,24,9,Foraminifera,764,Pulvinulina,punctulata,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:525643,Foraminifera
5741,,260,9,Foraminifera,764,Pulvinulina,repanda,(F. & M.),,1,,,,,,urn:lsid:marinespecies.org:taxname:479251,Foraminifera
5742,,98,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5743,,338,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5744,,271,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5745,,24,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5746,,337,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5747,,232,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5748,,120,9,Foraminifera,764,Pulvinulina,tumida,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:932715,Foraminifera
5749,,253,9,Foraminifera,764,Pulvinulina,umbonata,Rss.,,1,,,,,,urn:lsid:marinespecies.org:taxname:925755,Foraminifera
5750,,232,9,Foraminifera,764,Pulvinulina,umbonata,Rss.,,1,,,,,,urn:lsid:marinespecies.org:taxname:925755,Foraminifera
5751,,120,9,Foraminifera,764,Pulvinulina,umbonata,Rss.,,1,,,,,,urn:lsid:marinespecies.org:taxname:925755,Foraminifera
5752,,,10,Nudibranchiata,5,Phylliroe,atlantica,Bergh ,near cost Africa,13,,surface ,,,,urn:lsid:marinespecies.org:taxname:140777,Mollusca
5753,,,10,Nudibranchiata,5,Phylliroe,atlantica,Bergh ,"st vincent, Cape Verde Island ",1,,surface ,,,,urn:lsid:marinespecies.org:taxname:140777,Mollusca
5754,,,10,Nudibranchiata,7,Acura,pelagica,Ad,"coast of Africa, East Atlantic ",1,,,,,,,
5755,,,10,Nudibranchiata,7,Acura,pelagica,Ad,South atlantic ,1,,,,,,,
5756,,,10,Nudibranchiata,8,Acura,lanceolata,Bergh ,West pacific ,1,,surface ,,,,,
5757,,,10,Nudibranchiata,9,Fiona,marina,(Forskal) ,North West Pacific ,3,,surface ,,,,urn:lsid:marinespecies.org:taxname:748692,Mollusca
5758,,,10,Nudibranchiata,16,Glaucus,atlanticus,Forster ,"Atlantic lat 2degrees 34 N, long 149 degrees 9W",1,,surface ,,,,urn:lsid:marinespecies.org:taxname:140022,Mollusca
5759,,,10,Nudibranchiata,16,Glaucus,atlanticus,Forster ,May 5th 1876,1,,,,,,urn:lsid:marinespecies.org:taxname:140022,Mollusca
5760,,,10,Nudibranchiata,16,Glaucus,longicirrus,"Reinhdt, Bergh?",July 1975 Pacific,1,,surface ,,,,urn:lsid:marinespecies.org:taxname:748841,Mollusca
5761,,,10,Nudibranchiata,16,Glaucilla,briareus,(Reinhdt),"March 1875, W Pacific",3,,,,,,urn:lsid:marinespecies.org:taxname:607771,Mollusca
5762,,,10,Nudibranchiata,19,Janolus,australis,n. sp.,"Arafura Sea, September 1874",1,,,,,,urn:lsid:marinespecies.org:taxname:558908,Mollusca
5763,,,10,Nudibranchiata,25,Rizziola,australis,n. sp.,Port Jackson,1,,2- 10 fms,,,,,
5764,,,10,Nudibranchiata,33,Scyllaea,pelagica,Linne,Atlantic,5,,Surface; attached to a fucoid,,,,urn:lsid:marinespecies.org:taxname:141425,Mollusca
5765,,,10,Nudibranchiata,36,Bornella,exepta,n. sp.,Arafura Sea,1,,,,,,urn:lsid:marinespecies.org:taxname:549608,Mollusca
5766,,308,10,Nudibranchiata,45,Tritonia,challengeriana,,,,,,,,,urn:lsid:marinespecies.org:taxname:241254,Mollusca
5767,,,10,Nudibranchiata,49,Marionia,occidentalis,,lat.35⁰ 2' S. long. 55⁰15' W in bay of Buenos Ayres,1,,13 fathoms,,,,urn:lsid:marinespecies.org:taxname:536861,Mollusca
5768,,,10,Nudibranchiata,52,Ohola,pacifica,,pacific ( Arafura Sea),1,,,,,,urn:lsid:marinespecies.org:taxname:531231,Mollusca
5769,,,10,Nudibranchiata,57,Euplocamus,pacificus,,"pacific ocean, between Kermadec islands",1,,630 fathoms,,,,urn:lsid:marinespecies.org:taxname:1384740,Mollusca
5770,,186,10,Nudibranchiata,73,Chromodoris,striatella,Bergh,,3,,8 fathoms; bottom coral sand,,,,urn:lsid:marinespecies.org:taxname:558225,Mollusca
5771,,,10,Nudibranchiata,76,Chromodoris,runcinata,Bergh,Port Jackson,1,,2 to 10 fathoms,,,,urn:lsid:marinespecies.org:taxname:606175,Mollusca
5772,,,10,Nudibranchiata,80,Ceratosoma,cornigerum,"(Adams), Bergh, var.?",Samboangan,1,,10 fathoms; may be distinct species,,,,urn:lsid:marinespecies.org:taxname:212892,Mollusca
5773,,,10,Nudibranchiata,85,Archidoris,kerguelensis,,"Royal Sound, Kerguelen 49deg40South / 70deg20East",1,,,,,,urn:lsid:marinespecies.org:taxname:137658,Mollusca
5774,,,10,Nudibranchiata,89,Archidoris,australis,,Howe's Foreland,1,,95 fathoms,,,,urn:lsid:marinespecies.org:taxname:536833,Mollusca
5775,,,10,Nudibranchiata,93,Discodoris,morphea,Bergh,reef near Samboangan,1,,10 fathoms,,,,urn:lsid:marinespecies.org:taxname:578721,Mollusca
5776,,,10,Nudibranchiata,101,Platydoris,eurychlamis,Bergh,reef near Samboangan,1,,10 fathoms,,,,urn:lsid:marinespecies.org:taxname:138358,Mollusca
5777,,186,10,Nudibranchiata,106,Thordisa,clandestina,,Torres Strait,1,,,,,,urn:lsid:marinespecies.org:taxname:137900,Mollusca
5778,,271,10,Nudibranchiata,109,Bathydoris,abyssorum,,,1,,,,,,urn:lsid:marinespecies.org:taxname:531387,Mollusca
5779,,,10,Nudibranchiata,122,Doropsis,nebulosa,Pease,Sandwich Islands,1,,,,,,,
5780,,,10,Nudibranchiata,129,Onchidium,melanopneumon,,"Kandavu, Fiji Islands",1,,,,,,urn:lsid:marinespecies.org:taxname:446204,Mollusca
5781,,78,Zoology Vol. 9,Foraminifera,768,Reophax,scorpiurus,Montf.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114016,Foraminifera
5782,,332,Zoology Vol. 9,Foraminifera,768,Reophax,scorpiurus,Montf.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114016,Foraminifera
5783,,271,Zoology Vol. 9,Foraminifera,768,Reophax,scorpiurus,Montf.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114016,Foraminifera
5784,,332,Zoology Vol. 9,Foraminifera,768,Haplophragmium,anceps,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:522372,Foraminifera
5785,,20,Zoology Vol. 9,Foraminifera,768,Haplophragmium,agglutinans,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:525573,Foraminifera
5786,,332,Zoology Vol. 9,Foraminifera,768,Haplophragmium,agglutinans,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:525573,Foraminifera
5787,,218,Zoology Vol. 9,Foraminifera,768,Haplophragmium,agglutinans,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:525573,Foraminifera
5788,,20,Zoology Vol. 9,Foraminifera,768,Haplophragmium,canariense,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1429716,Foraminifera
5789,,335,Zoology Vol. 9,Foraminifera,768,Haplophragmium,canariense,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1429716,Foraminifera
5790,,224,Zoology Vol. 9,Foraminifera,768,Haplophragmium,canariense,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1429716,Foraminifera
5791,,218,Zoology Vol. 9,Foraminifera,768,Haplophragmium,foliaceum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:478985,Foraminifera
5792,,300,Zoology Vol. 9,Foraminifera,768,Haplophragmium,fontinense,Terq.,,1,,,,,,urn:lsid:marinespecies.org:taxname:903462,Foraminifera
5793,,20,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5794,,78,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5795,,346,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5796,,332,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5797,,335,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5798,,218,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5799,,271,Zoology Vol. 9,Foraminifera,768,Haplophragmium,globigeriniforme,(P.& J.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595945,Foraminifera
5800,,346,Zoology Vol. 9,Foraminifera,768,Haplophragmium,glomeratum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:1023309,Foraminifera
5801,,271,Zoology Vol. 9,Foraminifera,768,Haplophragmium,glomeratum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:1023309,Foraminifera
5802,,20,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5803,,78,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5804,,111,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5805,,332,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5806,,146,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5807,,224,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5808,,218,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5809,,271,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5810,,280,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5811,,300,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5812,,302,Zoology Vol. 9,Foraminifera,768,Haplophragmium,latidorsatum,(Born.),,1,,,,,,urn:lsid:marinespecies.org:taxname:736638,Foraminifera
5813,,346,Zoology Vol. 9,Foraminifera,768,Haplophragmium,nanum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:393185,Foraminifera
5814,,20,Zoology Vol. 9,Foraminifera,768,Haplophragmium,scitulum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:585252,Foraminifera
5815,,218,Zoology Vol. 9,Foraminifera,768,Haplophragmium,tenuimargo,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:478640,Foraminifera
5816,,346,Zoology Vol. 9,Foraminifera,768,Haplophragmium,turbinatum,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113923,Foraminifera
5817,,70,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5818,,78,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5819,,346,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5820,,332,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5821,,144,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5822,,271,Zoology Vol. 9,Foraminifera,768,Thurammina,papillata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:114215,Foraminifera
5823,,78,Zoology Vol. 9,Foraminifera,768,Hormosina,carpenteri,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:522344,Foraminifera
5824,,280,Zoology Vol. 9,Foraminifera,768,Hormosina,carpenteri,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:522344,Foraminifera
5825,,346,Zoology Vol. 9,Foraminifera,768,Hormosina,globulifera,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113979,Foraminifera
5826,,332,Zoology Vol. 9,Foraminifera,768,Hormosina,globulifera,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113979,Foraminifera
5827,,218,Zoology Vol. 9,Foraminifera,768,Hormosina,globulifera,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113979,Foraminifera
5828,,300,Zoology Vol. 9,Foraminifera,768,Hormosina,globulifera,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113979,Foraminifera
5829,,271,Zoology Vol. 9,Foraminifera,768,Hormosina,normani,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113980,Foraminifera
5830,,332,Zoology Vol. 9,Foraminifera,768,Hormosina,ovicula,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113981,Foraminifera
5831,,218,Zoology Vol. 9,Foraminifera,768,Hormosina,ovicula,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113981,Foraminifera
5832,,271,Zoology Vol. 9,Foraminifera,768,Hormosina,ovicula,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:113981,Foraminifera
5833,,346,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5834,,332,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5835,,144,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5836,,146,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5837,,218,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5838,,271,Zoology Vol. 9,Foraminifera,768,Ammodiscus,charoides,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:1472648,Foraminifera
5839,,111,Zoology Vol. 9,Foraminifera,768,Ammodiscus,gordialis,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595912,Foraminifera
5840,,218,Zoology Vol. 9,Foraminifera,768,Ammodiscus,gordialis,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595912,Foraminifera
5841,,271,Zoology Vol. 9,Foraminifera,768,Ammodiscus,gordialis,(J. & P.),,1,,,,,,urn:lsid:marinespecies.org:taxname:595912,Foraminifera
5842,,346,Zoology Vol. 9,Foraminifera,768,Ammodiscus,incertus,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:113819,Foraminifera
5843,,335,Zoology Vol. 9,Foraminifera,768,Ammodiscus,incertus,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:113819,Foraminifera
5844,,218,Zoology Vol. 9,Foraminifera,768,Ammodiscus,incertus,(d'Orb.),,1,,,,,,urn:lsid:marinespecies.org:taxname:113819,Foraminifera
5845,,346,Zoology Vol. 9,Foraminifera,768,Trochammina,galeata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:478975,Foraminifera
5846,,335,Zoology Vol. 9,Foraminifera,768,Trochammina,galeata,Br.,,1,,,,,,urn:lsid:marinespecies.org:taxname:478975,Foraminifera
