ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger,WoRMS ID,WoRMS Taxa
187,20/5/1873,49,summary,Polyzoa,,Idmonea,atlantica,Forbes,,,,,,,,urn:lsid:marinespecies.org:taxname:884947,Bryozoa
188,20/5/1873,49,summary,Tunicata,,Ascidia,falcigera,,,,,,,,,urn:lsid:marinespecies.org:taxname:252038,Chordata
189,20/5/1873,49,summary,Pelagic Fishes,,Hippoglossoides,dentatus,Mitch,,,,,,,,urn:lsid:marinespecies.org:taxname:126115,Chordata
190,21/5/1873,50,summary,Corals,,Caryp[jillia,communis,Seguenza,,,,,,,,,
191,21/5/1873,50,summary,Corals,,Flabellum,angulare,,,,,,,,,urn:lsid:marinespecies.org:taxname:135195,Cnidaria
192,21/5/1873,50,summary,Asteroidea,,Pararchaster,armatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123841,Echinodermata
193,21/5/1873,50,summary,Asteroidea,,Pontaster,forcipatuus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123846,Echinodermata
194,21/5/1873,50,summary,Asteroidea,,Zoroaster,fulgens,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:123826,Echinodermata
195,21/5/1873,50,summary,Asteroidea,,Asterias(hydrasterias),ophidion,,,,,,,,,urn:lsid:marinespecies.org:taxname:994218,Echinodermata
196,21/5/1873,50,summary,Asteroidea,,Freyella,bracteata,,,,,,,,,urn:lsid:marinespecies.org:taxname:123691,Echinodermata
197,21/5/1873,50,summary,Amphipoda,,Lanceola,suhmi,,,,,,,,,urn:lsid:marinespecies.org:taxname:881946,Arthropoda
198,29/5/1873,56,summary,Tetractinellida,,Ispos,pachydermata,,,,,,,,,,
199,29/5/1873,56,summary,Tetractinellida,,Azorica,pfeifferae,Carter,,,,,,,,urn:lsid:marinespecies.org:taxname:134343,Porifera
200,29/5/1873,56,summary,Alcyonaria,,Sympodium,armatum,,,,,,,,,urn:lsid:marinespecies.org:taxname:1356280,Cnidaria
201,29/5/1873,56,summary,Alcyonaria,,Acanella,simplex,Verrill,,,,,,,,urn:lsid:marinespecies.org:taxname:1473594,Cnidaria
202,29/5/1873,56,summary,Actiniaria,,Amphianthus,ornatum,,,,,,,,,urn:lsid:marinespecies.org:taxname:855269,Cnidaria
203,29/5/1873,56,summary,Corals,,Deltocyathus,italicus,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:135156,Cnidaria
204,29/5/1873,56,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
205,29/5/1873,56,summary,Anomura,,Parapahurus,abyssorum,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:107245,Arthropoda
206,29/5/1873,56,summary,Anomura,,Munidopis,serratifrons,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:392605,Arthropoda
207,30/5/1873,57,summary,Corals,,Caryophyllia,communis,Seguenza,,,,,,,,urn:lsid:marinespecies.org:taxname:1290125,Cnidaria
208,30/5/1873,57,summary,Keretosa,,Verongia,hirsuta,Hyatt,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:394764,Porifera
209,30/5/1873,57,summary,Tetractinellida,,Pilochrota,tenuispicula,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:193002,Porifera
210,30/5/1873,57,summary,Alcyonaria,,Plexaura,valencuennesi,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:290808,Cnidaria
211,30/5/1873,57,summary,Alcyonaria,,Pseudoplexaura,crassa,Ellis and Solander,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:517888,Cnidaria
212,30/5/1873,57,summary,Alcyonaria,,Gorgonia,flabellum,Linne,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:290029,Cnidaria
213,30/5/1873,57,summary,Actiniaria,,Ilyanthopsis,longifilis,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:855986,Cnidaria
214,30/5/1873,57,summary,Actiniaria,,Zoanthus,danae,Le Conte,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:590582,Cnidaria
215,30/5/1873,57,summary,Actiniaria,,Corticifera,lutea,Quoy and Gaimard,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:410936,Cnidaria
216,30/5/1873,57,summary,Corals,,Deltocyathus,italicus,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:135156,Cnidaria
217,30/5/1873,57,summary,Reef Corals,,Oculina,diffusa,Lamarck,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:287097,Cnidaria
218,30/5/1873,57,summary,Reef Corals,,Oculina,pallens,Ehrenberg,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873654,Cnidaria
219,30/5/1873,57,summary,Reef Corals,,Oculina,varicosa,Lesueur,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:287102,Cnidaria
220,30/5/1873,57,summary,Reef Corals,,Oculina,coronalis,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873653,Cnidaria
221,30/5/1873,57,summary,Reef Corals,,Oculina,speciosa,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873652,Cnidaria
222,30/5/1873,57,summary,Reef Corals,,Oculina,bermudensis,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873651,Cnidaria
223,30/5/1873,57,summary,Reef Corals,,Madracis,decacis,Lyman,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:287107,Cnidaria
224,30/5/1873,57,summary,Reef Corals,,Isophyllia,strigosa,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:204354,Cnidaria
225,30/5/1873,57,summary,Reef Corals,,Isophyllia,fragilis,Dana,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873662,Cnidaria
226,30/5/1873,57,summary,Reef Corals,,Isophyllia,australis,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:766648,Cnidaria
227,30/5/1873,57,summary,Reef Corals,,Isophyllia,dipsacea,Dana,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:1371247,Cnidaria
228,30/5/1873,57,summary,Reef Corals,,Isophyllia,marginata,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873664,Cnidaria
229,30/5/1873,57,summary,Reef Corals,,Isophyllia,cylindrica,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873668,Cnidaria
230,30/5/1873,57,summary,Reef Corals,,Isophyllia,knoxi,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873669,Cnidaria
231,30/5/1873,57,summary,Reef Corals,,Diplotia,cerebriformis,Lamarck,Bermuda,,shallow water / shore,,,,,,
232,30/5/1873,57,summary,Reef Corals,,Maeandrina,labyrinthica,Ellis and Solander,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:1292937,Cnidaria
233,30/5/1873,57,summary,Reef Corals,,Maeandrina,sinuosissima,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:765943,Cnidaria
234,30/5/1873,57,summary,Reef Corals,,Maeandrina,strigosa,Dana,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:869595,Cnidaria
235,30/5/1873,57,summary,Reef Corals,,Astraea,ananas,Ellis and Solander,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:1383470,Cnidaria
236,30/5/1873,57,summary,Reef Corals,,Astraea,coarctata,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:873675,Cnidaria
237,30/5/1873,57,summary,Reef Corals,,Siderastraea,galaxea,Ellis and Solander,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:1448855,Cnidaria
238,30/5/1873,57,summary,Reef Corals,,Agaricia,fragilis,Dana,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:287912,Cnidaria
239,30/5/1873,57,summary,Reef Corals,,Porites,clavaria,Lamarck,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:411266,Cnidaria
240,30/5/1873,57,summary,Reef Corals,,Millepora,alcicornis,Linne,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:210726,Cnidaria
241,30/5/1873,57,summary,Reef Corals,,Millepora,ramosa,Pallas,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:205902,Cnidaria
242,30/5/1873,57,summary,Asteroidea,,Asterina,folium,Lutken,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:177947,Echinodermata
243,30/5/1873,57,summary,Asteroidea,,Asterias(stolasterias),tenuispicula,Lamarck,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:123219,Echinodermata
244,30/5/1873,57,summary,Amphipoda,,Caprella,danilevskii,Czerniavski,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:101827,Arthropoda
245,30/5/1873,57,summary,Anomura,,Remipes,Scutellatus,Fabricius,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:204804,Arthropoda
246,30/5/1873,57,summary,Anomura,,Petrolisthes,armatus,Gibbes,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:396707,Arthropoda
247,30/5/1873,57,summary,Tunicata,,Ascidia,nigra,Savigny,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:215942,Chordata
248,30/5/1873,57,summary,Tunicata,,Ecteinascidia,turbinata,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:103756,Chordata
249,30/5/1873,57,summary,Tunicata,,Clavelina,oblongs,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:103554,Chordata
250,30/5/1873,57,summary,Tunicata,,Botrylloides,nigrum,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:215857,Chordata
251,30/5/1873,57,summary,Tunicata,,Symplegma,viride,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:212501,Chordata
252,30/5/1873,57,summary,Tunicata,,Didemnum,inerme,,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:103456,Chordata
253,30/5/1873,57,summary,Fishes,,Gerres,lefroyi,Goode,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:204064,Chordata
254,30/5/1873,57,summary,Fishes,,Gerres,jonesi,Gunther,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:310029,Chordata
255,30/5/1873,57,summary,Fishes,,Sargus,capensis,Smith,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:321163,Chordata
256,30/5/1873,57,summary,Fishes,,Pimelepterus,bosci,Lae,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:402098,Chordata
257,30/5/1873,57,summary,Fishes,,Caranx,caballus,Gunther,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:273271,Chordata
258,30/5/1873,57,summary,Fishes,,Fundulus,bermudae,Gunther,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:276029,Chordata
259,30/5/1873,57,summary,Fishes,,Belone,jonesi,Goode,Bermuda,,shallow water / shore,,,,,urn:lsid:marinespecies.org:taxname:300061,Chordata
260,16/6/1873,60,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,,urn:lsid:marinespecies.org:taxname:306642,Chordata
261,16/6/1873,60,summary,Pelagic Fishes,,Chauliodus,sloanii,Bl. Schn,,,,,,,,urn:lsid:marinespecies.org:taxname:400315,Chordata
262,17/6/1873,61,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,,urn:lsid:marinespecies.org:taxname:306642,Chordata
263,19/6/1873,63,summary,Pelagic Fishes,,Idiacanthus,ferox,,,,,,,,,urn:lsid:marinespecies.org:taxname:306730,Chordata
264,19/6/1873,63,summary,Pelagic Fishes,,Halosaurus,rostratus,,,,,,,,,urn:lsid:marinespecies.org:taxname:301679,Chordata
265,20/6/1873,64,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,,urn:lsid:marinespecies.org:taxname:724210,Bryozoa
266,24/6/1873,68,summary,Anomura,,Parapagurus,abyssorun,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:106858,Arthropoda
267,24/6/1873,68,summary,Polyzoa,,Bugula,reticulata,,,,,,,,,urn:lsid:marinespecies.org:taxname:724201,Bryozoa
268,24/6/1873,68,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,,urn:lsid:marinespecies.org:taxname:724210,Bryozoa
269,24/6/1873,68,summary,Polyzoa,,Bifaxaria,reticulata,,,,,,,,,urn:lsid:marinespecies.org:taxname:724284,Bryozoa
270,25/6/1873,69,summary,Tunicata,,Pyrosoma,spinosum,,,,,,,,,urn:lsid:marinespecies.org:taxname:723519,Chordata
271,26/6/1873,70,summary,Keretosa,,Holopsamma,cretaceum,,,,,,,,,urn:lsid:marinespecies.org:taxname:382621,Foraminifera
272,26/6/1873,70,summary,Alcyonaria,,Strophogoria,fragilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:1457651,Cnidaria
273,26/6/1873,70,summary,Polyzoa,,Menipea,clausa,,,,,,,,,urn:lsid:marinespecies.org:taxname:826507,Bryozoa
274,26/6/1873,70,summary,Polyzoa,,Farciminaria,gracilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:724209,Bryozoa
275,26/6/1873,70,summary,Polyzoa,,Bifaxaria,minuta,,,,,,,,,urn:lsid:marinespecies.org:taxname:724283,Bryozoa
276,27/6/1873,71,summary,Alcyonaria,,Telesto,rigida,,,,,,,,,urn:lsid:marinespecies.org:taxname:287520,Cnidaria
277,30/6/1873,73,summary,Tetractinellida,,Thenea,schmidtii,,,,,,,,,urn:lsid:marinespecies.org:taxname:1463287,Porifera
278,30/6/1873,73,summary,Corals,,Stephanotrochus,nobilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:869137,Cnidaria
279,30/6/1873,73,summary,Corals,,Flabellum,alabastrum,,,,,,,,,urn:lsid:marinespecies.org:taxname:135194,Cnidaria
280,30/6/1873,73,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
281,30/6/1873,73,summary,Asteroidea,,Plutonaster,notatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123906,Echinodermata
282,30/6/1873,73,summary,Asteroidea,,Neomorphaster,eustichus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123819,Echinodermata
283,30/6/1873,73,summary,Anomura,,Pagurodes,sp,,,,,,,,,urn:lsid:marinespecies.org:taxname:364569,Arthropoda
284,2/7/1873,75,summary,Alcyonaria,,Bellonella,bocagei,Kent,,,,,,,,urn:lsid:marinespecies.org:taxname:289506,Cnidaria
285,2/7/1873,75,summary,Corals,,Caryophyllia,clavus,Scacchi,,,,,,,,urn:lsid:marinespecies.org:taxname:1291199,Cnidaria
286,2/7/1873,75,summary,Corals,,Paracyathus,de filippii,Duchassaing and Michelotti,,,,,,,,urn:lsid:marinespecies.org:taxname:135096,Cnidaria
287,2/7/1873,75,summary,Asteroidea,,Astropecten,hermatophilus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123865,Echinodermata
288,2/7/1873,75,summary,Asteroidea,,Chaetaster,longipes,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:124004,Echinodermata
289,2/7/1873,75,summary,Asteroidea,,Ophidiaster,attenuatus,Gray,,,,,,,,urn:lsid:marinespecies.org:taxname:378709,Echinodermata
290,2/7/1873,75,summary,Asteroidea,,Ophidiaster,ophidianus,Lamarck,,,,,,,,urn:lsid:marinespecies.org:taxname:124101,Echinodermata
291,2/7/1873,75,summary,Anomura,,Anapagurus,pusillus,,,,,,,,,urn:lsid:marinespecies.org:taxname:107221,Arthropoda
292,2/7/1873,75,summary,Polyzoa,,Hippothoa,divaricata,Lamouroux,,,,,,,,urn:lsid:marinespecies.org:taxname:111399,Bryozoa
293,2/7/1873,75,summary,Polyzoa,,Carbasea,pedunculata,,,,,,,,,urn:lsid:marinespecies.org:taxname:724215,Bryozoa
294,2/7/1873,75,summary,Polyzoa,,Membranipora,albida,Hincks,,,,,,,,urn:lsid:marinespecies.org:taxname:1404943,Bryozoa
295,2/7/1873,75,summary,Polyzoa,,Membranipora,galeata,Busk,,,,,,,,urn:lsid:marinespecies.org:taxname:1419500,Bryozoa
296,2/7/1873,75,summary,Polyzoa,,Micropora,coriacea,Esper,,,,,,,,urn:lsid:marinespecies.org:taxname:111426,Bryozoa
297,2/7/1873,75,summary,Polyzoa,,Retepora,imperati,Busk,,,,,,,,urn:lsid:marinespecies.org:taxname:724888,Bryozoa
298,2/7/1873,75,summary,Polyzoa,,Retepora,atlautica,,,,,,,,,urn:lsid:marinespecies.org:taxname:724938,Bryozoa
299,2/7/1873,75,summary,Polyzoa,,Cribrilina,radiata,Moll,,,,,,,,urn:lsid:marinespecies.org:taxname:210809,Bryozoa
300,2/7/1873,75,summary,Polyzoa,,Flustramorpha,hastigera,,,,,,,,,urn:lsid:marinespecies.org:taxname:468717,Bryozoa
301,2/7/1873,75,summary,Polyzoa,,Smittia,orotavensis,,,,,,,,,urn:lsid:marinespecies.org:taxname:150881,Arthropoda
302,2/7/1873,75,summary,Polyzoa,,Mucronella(phylactella),canalifera,,,,,,,,,urn:lsid:marinespecies.org:taxname:153770,Bryozoa
303,2/7/1873,75,summary,Polyzoa,,Adeonella,distoma,Busk,,,,,,,,urn:lsid:marinespecies.org:taxname:1454557,Bryozoa
304,2/7/1873,75,summary,Polyzoa,,Cellepora,ovalis,,,,,,,,,urn:lsid:marinespecies.org:taxname:579973,Bryozoa
305,2/7/1873,75,summary,Polyzoa,,Cellepora,ansota,,,,,,,,,urn:lsid:marinespecies.org:taxname:1446052,Bryozoa
306,2/7/1873,75,summary,Polyzoa,,Idmonea,irregularis,Meneghini,,,,,,,,urn:lsid:marinespecies.org:taxname:1508396,Bryozoa
307,2/7/1873,75,summary,Polyzoa,,Idmonea,milneana,d'Orbigny,,,,,,,,urn:lsid:marinespecies.org:taxname:1418524,Bryozoa
308,2/7/1873,75,summary,Tunicata,,,clava,,,,,,,,,,
309,3/7/1873,76,summary,Asteroidea,,Pontaster,venustus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123852,Echinodermata
310,3/7/1873,76,summary,Asteroidea,,Neomorphaster,eustichus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123819,Echinodermata
311,3/7/1873,76,summary,Polyzoa,,Cellularia,biloba,,,,,,,,,urn:lsid:marinespecies.org:taxname:723995,Bryozoa
312,3/7/1873,76,summary,Polyzoa,,Carbasea,pedunculata,,,,,,,,,urn:lsid:marinespecies.org:taxname:724215,Bryozoa
313,10/7/1873,78,summary,Tetractinellida,,Tetillia,sandalina,,,,,,,,,urn:lsid:marinespecies.org:taxname:134368,Porifera
314,10/7/1873,78,summary,Alcyonaria,,Clavularia,elongata,,,,,,,,,urn:lsid:marinespecies.org:taxname:517664,Cnidaria
315,10/7/1873,78,summary,Corals,,Caryophyllia,communis,Seguenza,,,,,,,,urn:lsid:marinespecies.org:taxname:1290125,Cnidaria
316,10/7/1873,78,summary,Corals,,Deltocyathus,italicus,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:135156,Cnidaria
317,10/7/1873,78,summary,Corals,,Stephanotrochus,diadema,,,,,,,,,urn:lsid:marinespecies.org:taxname:869132,Cnidaria
318,10/7/1873,78,summary,corals,,Flabellum,alabastrum,,,,,,,,,urn:lsid:marinespecies.org:taxname:135194,Cnidaria
319,10/7/1873,78,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
320,10/7/1873,78,summary,Asteroidea,,Plutonaster,abbreviatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123903,Echinodermata
321,10/7/1873,78,summary,Asteroidea,,Aphroditaster,gracilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:124006,Echinodermata
322,10/7/1873,78,summary,Asteroidea,,Pentagonaster,lepidus,,,,,,,,,urn:lsid:marinespecies.org:taxname:124071,Echinodermata
323,10/7/1873,78,summary,Amphipoda,,Amaryllis,haswelli,,,,,,,,,urn:lsid:marinespecies.org:taxname:102500,Arthropoda
324,10/7/1873,78,summary,Anomura,,Lithodea,agassizii,Smith,,,,,,,,urn:lsid:marinespecies.org:taxname:590149,Arthropoda
325,11/7/1873,79,summary,Asteroidea,,Pontaster,venustus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123852,Echinodermata
326,11/7/1873,79,summary,Asteroidea,,Dytaster,biserialis,,,,,,,,,urn:lsid:marinespecies.org:taxname:123886,Echinodermata
327,13/7/1873,81,summary,Amphipoda,,Clio(creseis),acicula,Rang,,,,,,,,urn:lsid:marinespecies.org:taxname:137751,Mollusca
328,19/7/1873,85,summary,Alcyonaria,,Pleurocorallium,johnsoni,Gray,,,,,,,,urn:lsid:marinespecies.org:taxname:1311281,Cnidaria
329,19/7/1873,85,summary,Alcyonaria,,Ceratoisis,palmae,,,,,,,,,urn:lsid:marinespecies.org:taxname:1506087,Cnidaria
330,21/7/1873,87,summary,Polyzoa,,Nellia,simplex,Busk,,,,,,,,urn:lsid:marinespecies.org:taxname:467629,Bryozoa
331,23/7/1873,89,summary,Keratosa,,Ammoconia,auloplegma,,,,,,,,,,
332,23/7/1873,89,summary,Keratosa,,Psammopemma,calcareum,,,,,,,,,urn:lsid:marinespecies.org:taxname:382612,Foraminifera
333,23/7/1873,89,summary,Asteroidea,,Lonchotaster,tartareus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123897,Echinodermata
334,23/7/1873,89,summary,Asteroidea,,Thoracaster,cylindratus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123947,Echinodermata
335,23/7/1873,89,summary,Asteroidea,,Freyella,tuberculata,,,,,,,,,urn:lsid:marinespecies.org:taxname:123697,Echinodermata
336,23/7/1873,89,summary,Polyzoa,,Bugula,mirabilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:724197,Bryozoa
337,23/7/1873,89,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,,urn:lsid:marinespecies.org:taxname:724210,Bryozoa
338,23/7/1873,89,summary,Pelagic Fishes,,Ceratias,uranoscopus,Murray,,,,,,,,urn:lsid:marinespecies.org:taxname:158796,Chordata
339,5/8/1873,93d-94,summary,Tetractinellida,,Pacillastra,crassiuscula,,Cape Verde,,,200-1150,,,,,
340,5/8/1873,93d-94,summary,Tetractinellida,,Sphinctrella,cribrifera,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:134097,Porifera
341,5/8/1873,93d-94,summary,Tetractinellida,,Sphinctrella,gracilis,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:134098,Porifera
342,5/8/1873,93d-94,summary,Tetractinellida,,Sphinctrella,ornatus,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:134101,Porifera
343,5/8/1873,93d-94,summary,Tetractinellida,,Calthropella,simplex,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:555793,Porifera
344,5/8/1873,93d-94,summary,Tetractinellida,,Corallistes,Masoni,Bowerbank,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:132080,Porifera
345,5/8/1873,93d-94,summary,Tetractinellida,,Azorica,pfeifferae,Carter,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:134343,Porifera
346,5/8/1873,93d-94,summary,Tetractinellida,,Astropeplus,pulcher,,Cape Verde,,,200-1150,,,,,
347,5/8/1873,93d-94,summary,Alcyonaria,,Corallium,rubrum,Lamarck,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:125416,Cnidaria
348,5/8/1873,93d-94,summary,Actiniaria,,Calliactis,polypus,Forskai,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:220515,Cnidaria
349,5/8/1873,93d-94,summary,Actiniaria,,Halcampella,sp,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:100742,Cnidaria
350,5/8/1873,93d-94,summary,Corals,,Caryophyllia,profunda,,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:173023,Cnidaria
351,5/8/1873,93d-94,summary,Corals,,Madracis,asperula,M. Edwards and Haime,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:135211,Cnidaria
352,5/8/1873,93d-94,summary,Corals,,Dendrophyllia,coraigera,Blainville,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:135185,Cnidaria
353,5/8/1873,93d-94,summary,Reef Corals,,Astraea,Fragum,Esper,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:206461,Mollusca
354,5/8/1873,93d-94,summary,Reef Corals,,Porites,guadaloupensis,Duchassaing and Michelotti,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:869069,Cnidaria
355,5/8/1873,93d-94,summary,Reef Corals,,Porites,superficialis,Duchassaing and Michelotti,Cape Verde,,,200-1150,,,,urn:lsid:marinespecies.org:taxname:1371948,Cnidaria
